0	1	2	3	4	5	6
CD244	0	0	0	0	0	0	0
CD247	0	0	0	0	0	0	0
CD248	0	0	0	0	0	0	0
CD27	0	0	0	0	0	0	0
CD274	0	0	0	0	0	0	0
CD276	0	0	0	0	0	0	0
CD28	0	0	0	0	0	0	0
CD2AP	0	0	0	0	0	0	0
CD2BP2	0	0	0	0	0	0	0
CD300A	0	0	0	0	0	0	0
CD302	0	0	0	0	0	0	0
CD320	0	0	0	0	0	0	0
CD33	0	0	0	0	0	0	0
CD34	0	0	0	0	0	0	0
CD37	0	0	0	0	0	0	0
CD38	0	0	0	0	0	0	0
CD3D	0	0	0	0	0	0	0
CD3E	0	0	0	0	0	0	0
CD3EAP	0	0	0	0	0	0	0
CD3G	0	0	0	0	0	0	0
CD4	0	0	0	0	0	0	0
CD40	0	0	0	0	0	0	0
CD40LG	0	0	0.0647401348055411	0	0	0	0
CD44	0	0	0	0	0	0	0
CD46	0	0	0	0	0	0	0
CD47	0	0	0	0	0	0	0
CD48	0	0	0	0	0	0	0
CD5	0	0	0	0	0	0	0
CD52	0	0	11.2506714827129	0	0	0	0
CD53	0	0	0	0	0	0	0
CD55	0	0	0	0	0	0.417414537136783	0
CD58	0	0	0	0	0	0	0
CD59	0	0	0	0	0	0	0
CD6	0	0	0	0	0	0	0
CD63	0	0	0	0	0	0	0
CD68	0	0	0	0	0	0	0
CD69	0	0	0	0	0	0	0
CD7	0	0	0	0	0	0	1.23990421826278
CD7.1	0	0	0	0	0	0	1.23990421826278
CD70	0	0	0	0	0	0	0
CD72	0	0	0	0	0	0	0
CD74	0	0	0	1.64618328595301	0	0	0
CD79A	0	0	0	0	0	0	0
CD79B	0	0	0	0	0	0	0
CD81	0	0	0	0	0	0	0
CD81-AS1	0	0	0	0	0	0	0
CD82	0	0	0	0	0	0	0
CD83	0	0	0	0	0	0	0
CD84	0	0	0	0	0	0	0
CD86	0	0	0	0	0	0	0
CD8A	0.120348135247846	0	0	0	0	0	0
CD8B	0	0.290491224566603	0	0	0	0	0
CD8B.1	0	0.290491224566603	0	0	0	0	0
CD9	0	0	0	0	0	0	0
CD93	0	0	0	0	0	0	0
CD96	0	0	0	0	0	0	0
CD99	0	0	0	0	0	0	0
CD99L2	0	0	0	0	0	0	0
CDADC1	0	0	0	0	0	0	0
CDAN1	0	0	0	0	0	0	0
CDC123	0	0	0	0	0	0	0
CDC14A	0	0	0	0	0	0	0
CDC14B	0	0	0	0	0	0	0
CDC16	0	0	0	0	0	0	0
CDC20	0	0	0	0	0	0	0
CDC23	0	0	0	0	0	0	0
CDC25B	0	0	0	0	0	0	0
CDC26	0	0	0	0	0	0	0
CDC27	0	0	0	0	0	0	0
CDC34	0	0	0	0	0	0	0
CDC37	0	0	0	0	0	0	0
CDC37L1	0	0	0	0	0	0	0
CDC37L1-AS1	0	0	0	0	0	0	0
CDC40	0	0	0	0	0	0	0
CDC42	0	0	0	0	0	0	0
CDC42BPB	0	0	0	0	0	0	0
CDC42BPG	0	0	0	0	0	0	0
CDC42EP2	0	0	0	0	0	0	0
CDC42EP3	0	0	0	0	0	0	0
CDC42EP4	0	0	0	0	0	0	0
CDC42SE1	0	0	0	0	0	0	0
CDC42SE2	0	0	0	0	0	0	0
CDC45	0	0	0	0	0	0	0
CDC5L	0	0	0	0	0	0	0
CDC6	0	0	0	0	0	0	0
CDC7	0	0	0	0	0	0	0
CDC73	0	0	0	0	0	0	0
CDCA2	0	0	0	0	0	0	0
CDCA3	0	0	0	0	0	0	0
CDCA4	0	0	0	0	0	0	0
CDCA5	0	0	0	0	0	0	0
CDCA7	0	0	0	0	0	0	0
CDCA7L	0	0	0	0	0	0	0
CDCA8	0	0	0	0	0	0	0
CDCP1	0	0	0	0	0	0	0
CDH23	0	0	0	0	0	0	0
CDH26	0	0	0	0	0	0	0
CDHR2	0	0	0	0	0	0	0
CDHR3	0	0	0	0	0	0	0
CDIP1	0	0	0	0	0	0	0
CDIPT	0	0	0	0	0	0	0
CDK1	0	0	0	0	0	0	0
CDK10	0	0	0	0	0	0	0
CDK11A	0	0	0	0	0	0	0
CDK11B	0	0	0	0	0	0	0
CDK12	0	0	0	0	0	0	0
CDK13	0	0	0	0	0	0	0
CDK16	0	0	0	0	0	0	0
CDK17	0	0	0	0	0	0	0
CDK18	0	0	0	0	0	0	0
CDK19	0	0	0	0	0	0	0
CDK2	0	0	0	0	0	0	0
CDK20	0	0	0	0	0	0	0
CDK2AP1	0	0	0	0	0	0	0
CDK2AP2	0	0	0	0	0	0	0
CDK4	0	0	0	0	0	0	0
CDK5	0	0	0	0	0	0	0
CDK5R1	0	0	0	0	0	0	0
CDK5RAP1	0	0	0	0	0	0	0
CDK5RAP2	0	0	0	0	0	0	0
CDK5RAP3	0	0	0	0	0	0	0
CDK6	0	0	0	0	0	0	0
CDK7	0	0	0	0	0	0	0
CDK8	0	0	0	0	0	0	0
CDK9	0	0	0	0	0	0	0
CDKAL1	0	0	0	0	0	0	0
CDKL1	0	0	0	0	0	0	0
CDKL2	0	0	0	0	0	0	0
CDKL3	0	0	0	0	0	0	0
CDKL5	0	0	0	0	0	0	0
CDKN1A	0	0	0	0.0541395213407588	0	0	0
CDKN1B	0	0	0	0	0	0	0
CDKN1C	0	0	0	0	0	0	0
CDKN2A	0	0	0	0	0	0	0
CDKN2AIP	0	0	0	0	0	0	0
CDKN2AIPNL	0	0	0	0	0	0	0
CDKN2B	0	0	0	0	0	0	0
CDKN2C	0	0	0	0	0	0	0
CDKN2D	0	0	0	0	0	0	0
CDKN3	0	0	0	0	0	0	0
CDNF	0	0	0	0	0	0	0
CDON	0	0	0	0	0	0	0
CDPF1	0	0	0	0	0	0	0
CDR2	0	0	0	0	0	0	0
CDRT4	0	0	0	0	0	0	0
CDS1	0	0	0	0	0	0	0
CDS2	0	0	0	0	0	0	0
CDT1	0	0	0	0	0	0	0
CDV3	0	0	0	0	0	0	0
CDYL	0	0	0	0	0	0	0
CDYL2	0	0	0	0	0	0	0
CEACAM1	0	0	0	0	0	0	0
CEACAM21	0	0	0	0	0	0	0
CEACAM4	0	0	0	0	0	0	0
CEBPA	0	0	0	0	0	0	0
CEBPB	0	0	0	0	0	0	0
CEBPB-AS1	0	0	0	0	0	0	0
CEBPD	0	0	0	0	0	0	0
CEBPE	0	0	0	0	0	0	0
CEBPG	0	0	0	0	0	0	0
CEBPZ	0	0	0	0	0	0	0
CEBPZOS	0	0	0	0	0	0	0
CECR1	0	0	0	0	0	0	0
CECR5	0	0	0	0	0	0	0
CECR5-AS1	0	0	0	0	0	0	0
CECR7	0	0	0	0	0	0	0
CELA1	0	0	0	0	0	0	0
CELF1	0	0	0	0	0	0	0
CELF2	0	0	0	0	0	0	0
CELF4	0	0	0	0	0	0	0
CELF6	0	0	0	0	0	0	0
CELSR1	0	0	0	0	0	0	0
CENPA	0	0	0	0	0	0	0
CENPB	0	0	0	0	0	0	0
CENPBD1	0	0	0	0	0	0	0
CENPC	0	0	0	0	0	0	0
CENPE	0	0	0	0	0	0	0
CENPF	0	0	0	0	0	0	0
CENPH	0	0	0	0	0	0	0
CENPI	0	0	0	0	0	0	0
CENPJ	0	0	0	0	0	0	0
CENPK	0	0	0	0	0	0	0
CENPL	0	0	0	0	0	0	0
CENPM	0	0	0	0	0	0	0
CENPN	0	0	0	0	0	0	0
CENPO	0	0	0	0	0	0	0
CENPP	0	0	0	0	0	0	0
CENPQ	0	0	0	0	0	0	0
CENPT	0	0	0	0	0	0	0
CENPU	0	0	0	0	0	0	0
CENPV	0	0	0	0	0	0	0
CENPW	0	0	0	0	0	0	0
CEP104	0	0	0	0	0	0	0
CEP120	0	0	0	0	0	0	0
CEP126	0	0	0	0	0	0	0
CEP128	0	0	0	0	0	0	0
CEP131	0	0	0	0	0	0	0
CEP135	0	0	0	0	0	0	0
CEP152	0	0	0	0	0	0	0
CEP162	0	0	0	0	0	0	0
CEP164	0	0	0	0	0	0	0
CEP170	0	0	0	0	0	0	0
CEP170B	0	0	0	0	0	0	0
CEP19	0	0	0	0	0	0	0
CEP192	0	0	0	0	0	0	0
CEP250	0	0	0	0	0	0	0
CEP290	0	0	0	0	0	0	0
CEP295	0	0	0	0	0	0	0
CEP350	0	0	0	0	0	0	0
CEP41	0	0	0	0	0	0	0
CEP44	0	0	0	0	0	0	0
CEP55	0	0	0	0	0	0	0
CEP57	0	0	0	0	0	0	0
CEP57L1	0	0	0	0	0	0	0
CEP63	0	0	0	0	0	0	0
CEP68	0	0	0	0	0	0	0
CEP70	0	0	0	0	0	0	0
CEP72	0	0	0	0	0	0	0
CEP76	0	0	0	0	0	0	0
CEP78	0	0	0	0	0	0	0
CEP83	0	0	0	0	0	0	0
CEP83-AS1	0	0	0	0	0	0	0
CEP85	0	0	0	0	0	0	0
CEP85L	0	0	0	0	0	0	0
CEP89	0	0	0	0	0	0	0
CEP95	0	0	0	0	0	0	0
CEP97	0	0	0	0	0	0	0
CEPT1	0	0	0	0	0	0	0
CERCAM	0	0	0	0	0	0	0
CERK	0	0	0	0	0	0	0
CERKL	0	0	0	0	0	0	0
CERS2	0	0	0	0	0	0	0
CERS4	0	0	0	0	0	0	0
CERS5	0	0	0	0	0	0	0
CERS6	0	0	0	0	0	0	0
CES1	0	0	0	0	0	0	0
CES2	0	0	0	0	0	0	0
CES4A	0	0	0	0	0	0	0
CETN2	0	0	0	0	0	0	0
CETN3	0	0	0	0	0	0	0
CFAP157	0	0	0	0	0	0	0
CFAP20	0	0	0	0	0	0	0
CFAP36	0	0	0	0	0	0	0
CFAP44	0	0	0	0	0	0	0
CFAP45	0	0	0	0	0	0	0
CFAP53	0	0	0	0	0	0	0
CFAP54	0	0	0	0	0	0	0
CFAP58-AS1	0	0	0	0	0	0	0
CFAP70	0	0	0	0	0	0	0
CFAP73	0	0	0	0	0	0	0
CFAP97	0	0	0	0	0	0	0
CFD	0	0	0	0	0	0	0
CFDP1	0	0	0	0	0	0	0
CFH	0	0	0	0	0	0	0
CFL1	0	0	0	0	0	0	0
CFL2	0	0	0	0	0	0	0
CFLAR	0	0	0	0	0	0	0
CFP	0	0	0	0	0	0	0
CGGBP1	0	0	0	0	0	0	0
CGRRF1	0	0	0	0	0	0	0
CH17-189H20.1	0	0	0	0	0	0	0
CH17-264L24.1	0	0	0	0	0	0	0
CH17-340M24.3	0	0	0	0	0	0	0
CH17-373J23.1	0	0	0.0385396443454384	0	0	0	0
CH25H	0	0	0	0	0	0	0
CH507-154B10.1	0	0	0	0	0	0	0
CH507-254M2.3	0	0	0	0	0	0	0
CH507-42P11.8	0	0	0	0	0	0	0
CH507-513H4.3	0	0	0	0	0	0	0
CH507-513H4.4	0	0	0	0	0	0	0
CH507-9B2.3	0	0	0	0	0	0	0
CH507-9B2.5	0	0	0	0	0	0	0
CH507-9B2.9	0	0	0	0	0	0	0
CHAC1	0	0	0	0	0	0	0
CHAC2	0	0	0	0	0	0	0
CHAD	0	0	0	0	0	0	0
CHADL	0	0	0	0	0	0	0
CHAF1A	0	0	0	0	0	0	0
CHAF1B	0	0	0	0	0	0	0
CHAMP1	0	0	0	0	0	0	0
CHCHD1	0	0	0	0	0	0	0
CHCHD10	0	0	0	0	0	0	0
CHCHD2	0	0	0	0	0	0	0
CHCHD3	0	0	0	0	0	0	0
CHCHD4	0	0	0	0	0	0	0
CHCHD5	0	0	0	0	0	0	0
CHCHD6	0	0	0	0	0	0	0
CHCHD7	0	0	0	0	0	0	0
CHD1	0	0	0	0	0	0	0
CHD1L	0	0	0	0	0	0	0
CHD2	0	0	0	0	0	0	0
CHD3	0	0	0	0	0	0	0
CHD4	0	0	0	0	0	0	0
CHD6	0	0	0	0	0	0	0
CHD7	0	0	0	0	0	0	0
CHD8	0	0	0	0	0	0	0
CHD9	0	0	0	0	0	0	0
CHDH	0	0	0	0	0	0	0
CHEK1	0	0	0	0	0	0	0
CHEK2	0	0	0	0	0	0	0
CHERP	0	0	0	0	0	0	0
CHFR	0	0	0	0	0	0	0
CHGB	0	0	0	0	0	0	0
CHI3L2	0	0	0	0	0	0	0
CHIC1	0	0	0	0	0	0	0
CHIC2	0	0	0	0	0	0	0
CHID1	0	0	0	0	0	0	0
CHKA	0	0	0	0	0	0	0
CHKB	0	0	0	0	0	0	0
CHKB-AS1	0	0	0	0	0	0	0
CHM	0	0	0	0	0	0	0
CHML	0	0	0	0	0	0	0
CHMP1A	0	0	0	0	0	0	0
CHMP1B	0	0	0	0	0	0	0
CHMP2A	0	0	0	0	0	0	0
CHMP2B	0	0	0	0	0	0	0
CHMP3	0	0	0	0	0	0	0
CHMP4A	0	0	0	0	0	0	0
CHMP4B	0	0	0	0	0	0	0
CHMP5	0	0	0	0	0	0	0
CHMP6	0	0	0	0	0	0	0
CHMP7	0	0	0	0	0	0	0
CHN1	0	0	0	0	0	0	0
CHN2	0	0	0	0	0	0	0
CHODL	0	0	0	0	0	0	0
CHORDC1	0	0	0	0	0	0	0
CHP1	0	0	0	0	0	0	0
CHPF	0	0	0	0	0	0	0
CHPF2	0	0	0	0	0	0	0
CHPT1	0	0	0	0	0	0	0
CHRAC1	0	0	0	0	0	0	0
CHRM3	0	0	0	0	0	0	0
CHRM3-AS2	0	0	0	0	0	0.148078369498804	0
CHRNA1	0	0	0	0	0	0	0
CHRNA10	0	0	0	0	0	0	0
CHRNA5	0	0	0	0	0	0	0
CHRNB1	0	0	0	0	0	0	0
CHRNE	0	0	0	0	0	0	0
CHST10	0	0	0	0	0	0	0
CHST11	0	0	0	0	0	0	0
CHST12	0	0	0	0	0	0	0
CHST14	0	0	0	0	0	0	0
CHST2	0	0	0	0	0	0	0
CHST7	0	0	0	0	0	0	0
CHSY1	0	0	0	0	0	0	0
CHTF18	0	0	0	0	0	0	0
CHTF8	0	0	0	0	0	0	0
CHTOP	0	0	0	0	0	0	0
CHUK	0	0	0	0	0	0	0
CHURC1	0	0	0	0	0	0	0
CIAO1	0	0	0	0	0	0	0
CIAPIN1	0	0	0	0	0	0	0
CIART	0	0	0	0	0	0	0
CIB1	0	0	0	0	0	0	0
CIB2	0	0	0	0	0	0	0
CIC	0	0	0	0	0	0	0
CIDEB	0	0	0	0	0	0	0
CIITA	0	0	0	0	0	0	0
CILP2	0	0	0	0	0	0	0
CINP	0	0	0	0	0	0	0
CIPC	0	0	0	0	0	0	0
CIR1	0	0	0	0	0	0	0
CIRBP	0	0	0	0	0	0	0
CIRBP-AS1	0	0	0	0	0	0	0
CISD1	0	0	0	0	0	0	0
CISD2	0	0	0	0	0	0	0
CISD3	0	0	0	0	0	0	0
CISH	0	0	0	0	0	0	0
CITED2	0	0	0	0	0	0	0
CITED4	0	0	0	0	0	0	0
CITF22-1A6.3	0	0	0	0	0	0	0
CITF22-49E9.3	0	0	0	0	0	0	0
CITF22-92A6.1	0	0	0	0	0	0	0
CIZ1	0	0	0	0	0	0	0
CKAP2	0	0	0	0	0	0	0
CKAP2L	0	0	0	0	0	0	0
CKAP4	0	0	0	0	0	0	0
CKAP5	0	0	0	0	0	0	0
CKB	0	0	0	0	0	0	0
CKLF	0	0	0	0	0	0	0
CKLF-CMTM1	0	0	0	0	0	0	0
CKMT2	0	0	0	0	0	0	0
CKMT2-AS1	0	0	0	0	0	0	0
CKS1B	0	0	0	0	0	0	0
CKS2	0	0	0	0	0	0	0
CLASP1	0	0	0	0	0	0	0
CLASP2	0	0	0	0	0	0	0
CLASRP	0	0	0	0	0	0	0
CLCC1	0	0	0	0	0	0	0
CLCF1	0	0	0	0	0	0	0
CLCN2	0	0	0	0	0	0	0
CLCN3	0	0	0	0	0	0	0
CLCN4	0	0	0	0	0	0	0
CLCN5	0	0	0	0	0	0	0
CLCN6	0	0	0	0	0	0	0
CLCN7	0	0	0	0	0	0	0
CLDN12	0	0	0	0	0	0	0
CLDN15	0	0	0	0	0	0	0
CLDN19	0	0	0	0	0	0	0
CLDN7	0	0	0	0	0	0	0
CLDND1	0	0	0	0	0	0	0
CLDND2	0	0	0	0	0	0	0
CLEC11A	0	0	0	0	0	0	0
CLEC16A	0	0	0	0	0	0	0
CLEC18A	0	0	0	0	0	0	0
CLEC2B	0	0	0	0	0	0	0
CLEC2D	0	0	0	0	0	0	0
CLEC4A	0	0	0	0	0	0	0
CLEC7A	0	0	0	0	0	0	0
CLEC9A	0	0	0	0	0	0	0
CLECL1	0	0	0	0	0	0	0
CLHC1	0	0	0	0	0	0	0
CLIC1	0	0	0	0	0	0	0
CLIC2	0	0	0	0	0	0	0
CLIC3	0	0	0	0	0	0	0
CLIC5	0	0	0	0	0	0	0
CLIC6	0	0	0	0	0	0	0
CLINT1	0	0	0	0	0	0	0
CLIP1	0	0	0	0	0	0	0
CLIP2	0	0	0	0	0	0	0
CLIP3	0	0	0	0	0	0	0
CLIP4	0	0	0	0	0	0	0
CLK1	0	0	0	0	0	0	0
CLK2	0	0	0	0	0	0	0
CLK3	0	0	0	0	0	0	0
CLK4	0	0	0	0	0	0	0
CLMN	0	0	0	0	0	0	0
CLMP	0	0	0	0	0	0	0
CLN3	0	0	0	0	0	0	0
CLN5	0	0	0	0	0	0	0
CLN6	0	0	0	0	0	0	0
CLN8	0	0	0	0	0	0	0
CLNK	0	0	0	0	0	0	0
CLNS1A	0	0	0	0	0	0	0
CLOCK	0	0	0	0	0	0	0
CLP1	0	0	0	0	0	0	0
CLPB	0	0	0	0	0	0	0
CLPP	0	0	0	0	0	0	0
CLPTM1	0	0	0	0	0	0	0
CLPTM1L	0	0	0	0	0	0	0
CLPX	0	0	0	0	0	0	0
CLSPN	0	0	0	0	0	0	0
CLSTN1	0	0	0	0	0	0	0
CLSTN3	0	0	0	0	0	0	0
CLTA	0	0	0	0	0	0	0
CLTB	0	0	0	0	0	0	0
CLTC	0	0	0	0	0	0	0
CLU	0	0	0	0	0	0	0
CLUAP1	0	0	0	0	0	0	0
CLUH	0	0	0	0	0	0	0
CLYBL	0	0	0	0	0	0	0
CMAS	0	0	0	0	0	0	0
CMB9-22P13.1	0	0	0	0	0	0	0
CMB9-55A18.1	0	0	0	0	0	0	0
CMBL	0	0	0	0	0	0	0
CMC1	0	0	0	0	0	0	0
CMC2	0	0	0	0	0	0	0
CMC4	0	0	0	0	0	0	0
CMIP	0	0	0	0	0	0	0
CMKLR1	0	0	0	0	0	0	0
CMPK1	0	0	0	0	0	0	0
CMPK2	0	0	0	0	0	0	0
CMSS1	0	0	0	0	0	0	0
CMTM1	0	0	0	0	0	0	0
CMTM2	0	0	0	0	0	0	0
CMTM3	0	0	0	0	0	0	0
CMTM4	0	0	0	0	0	0	0
CMTM6	0	0	0	0	0	0	0
CMTM7	0	0	0	0	0	0	0
CMTM8	0	0	0	0	0	0	0
CMTR1	0	0	0	0	0	0	0
CMTR2	0	0	0	0	0	0	0
CMYA5	0	0	0	0	0	0	0
CNBD2	0	0	0	0	0	0	0
CNBP	0	0	0	0	0	0	0
CNDP1	0	0	0	0	0	0	0
CNDP2	0	0	0	0	0	0	0
CNEP1R1	0	0	0	0	0	0	0
CNFN	0	0	0	0	0	0	0
CNIH1	0	0	0	0	0	0	0
CNIH2	0	0	0	0	0	0	0
CNIH3	0	0	0	0	0	0	0
CNIH4	0	0	0	0	0	0	0
CNKSR1	0	0	0	0	0	0	0
CNKSR2	0	0	0	0	0	0	0
CNKSR3	0	0	0	0	0	0	0
CNN2	0	0	0	0	0	0	0
CNN3	0	0	0	0	0	0	0
CNNM2	0	0	0	0	0	0	0
CNNM3	0	0	0	0	0	0	0
CNNM4	0	0	0	0	0	0	0
CNOT1	0	0	0	0	0	0	0
CNOT10	0	0	0	0	0	0	0
CNOT11	0	0	0	0	0	0	0
CNOT2	0	0	0	0	0	0	0
CNOT3	0	0	0	0	0	0	0
CNOT4	0	0	0	0	0	0	0
CNOT6	0	0	0	0	0	0	0
CNOT6L	0	0	0	0	0	0	0
CNOT7	0	0	0	0	0	0	0
CNOT8	0	0	0	0	0	0	0
CNP	0	0	0	0	0	0	0
CNPPD1	0	0	0	0	0	0	0
CNPY2	0	0	0	0	0	0	0
CNPY3	0	0	0	0	0	0	0
CNPY4	0	0	0	0	0	0	0
CNR2	0	0	0	0	0	0	0
CNRIP1	0	0	0	0	0	0	0
CNST	0	0	0	0	0	0	0
CNTD1	0	0	0	0	0	0	0
CNTLN	0	0	0	0	0	0	0
CNTNAP1	0	0	0	0	0	0	0
CNTRL	0	0	0	0	0	0	0
CNTROB	0	0	0	0	0	0	0
COA1	0	0	0	0	0	0	0
COA3	0	0	0	0	0	0	0
COA4	0	0	0	0	0	0	0
COA5	0	0	0	0	0	0	0
COA6	0	0	0	0	0	0	0
COA7	0	0	0	0	0	0	0
COASY	0	0	0	0	0	0	0
COBLL1	0	0	0	0	0	0	0
COCH	0	0	0	0	0	0	0
COG1	0	0	0	0	0	0	0
COG2	0	0	0	0	0	0	0
COG3	0	0	0	0	0	0	0
COG4	0	0	0	0	0	0	0
COG5	0	0	0	0	0	0	0
COG6	0	0	0	0	0	0	0
COG7	0	0	0	0	0	0	0
COG8	0	0	0	0	0	0	0
COIL	0	0	0	0	0	0	0
COL11A2	0	0	0	0	0	0	0
COL16A1	0	0	0	0	0	0	0
COL18A1	0	0	0	0	0	0	0
COL1A1	0	0	0	0	0	0	0
COL27A1	0	0	0	0	0	0	0
COL4A3BP	0	0	0	0	0	0	0
COL5A1	0	0	0	0	0	0	0
COL5A2	0	0	0	0	0	0	0
COL6A1	0	0	0	0	0	0	0
COL6A2	0	0	0	0	0	0	0
COL6A3	0	0	0	0	0	0	0
COL8A1	0	0	0	0	0	0	0
COL9A2	0	0	0	0	0	0	0
COLEC12	0	0	0	0	0	0	0
COLGALT1	0	0	0	0	0	0	0
COLGALT2	0	0	0	0	0	0	0
COLQ	0	0	0	0	0	0	0
COMMD1	0	0	0	0	0	0	0
COMMD10	0	0	0	0	0	0	0
COMMD2	0	0	0	0	0	0	0
COMMD3	0	0	0	0	0	0	0
COMMD4	0	0	0	0	0	0	0
COMMD5	0	0	0	0	0	0	0
COMMD6	0	0	0	0	0	0	0
COMMD7	0	0	0	0	0	0	0
COMMD8	0	0	0	0	0	0	0
COMMD9	0	0	0	0	0	0	0
COMT	0	0	0	0	0	0	0
COMTD1	0	0	0	0	0	0	0
COPA	0	0	0	0	0	0	0
COPB1	0	0	0	0	0	0	0
COPB2	0	0	0	0	0	0	0
COPE	0	0	0	0	0	0	0
COPG1	0	0	0	0	0	0	0
COPG2	0	0	0	0	0	0	0
COPRS	0	0	0	0	0	0	0
COPS2	0	0	0	0	0	0	0
COPS3	0	0	0	0	0	0	0
COPS4	0	0	0	0	0	0	0
COPS5	0	0	0	0	0	0	0
COPS6	0	0	0	0	0	0	0
COPS7A	0	0	0	0	0	0	0
COPS7B	0	0	0	0	0	0	0
COPS8	0	0	0	0	0	0	0
COPZ1	0	0	0	0	0	0	0
COPZ2	0	0	0	0	0	0	0
COQ10A	0	0	0	0	0	0	0
COQ10B	0	0	0	0	0	0	0
COQ2	0	0	0	0	0	0	0
COQ3	0	0	0	0	0	0	0
COQ4	0	0	0	0	0	0	0
COQ5	0	0	0	0	0	0	0
COQ6	0	0	0	0	0	0	0
COQ7	0	0	0	0	0	0	0
COQ9	0	0	0	0	0	0	0
CORO1A	0	0	0	0	0	0	0
CORO1B	0	0	0	0	0	0	0
CORO1C	0	0	0	0	0	0	0
CORO2A	0	0	0	0	0	0	0
CORO6	0	0	0	0	0	0	0
CORO7	0	0	0	0	0	0	0
COTL1	0	0	0	0	0	0	0
COX10	0	0	0	0	0	0	0
COX11	0	0	0	0	0	0	0
COX14	0	0	0	0	0	0	0
COX15	0	0	0	0	0	0	0
COX16	0	0	0	0	0	0	0
COX17	0	0	0	0	0	0	0
COX18	0	0	0	0	0	0	0
COX19	0	0	0	0	0	0	0
COX20	0	0	0	0	0	0	0
COX4I1	0	0	0	0	0	0	0
COX5A	0	0	0	0	0	0	0
COX5B	0	0	0	0	0	0	0
COX6A1	0	0	0	0	0	0	0
COX6B1	0	0	0	0	0	0	0
COX6B2	0	0	0	0	0	0	0
COX6C	0	0	0	0	0	0	0
COX7A2	0	0	0	0	0	0	0
COX7A2L	0	0	0	0	0	0	0
COX7B	0	0	0	0	0	0	0
COX7C	0	0	0	0	0	0	0
COX8A	0	0	0	0	0	0	0
CPA3	0	0	0	0	0	0	0
CPA5	0	0	0	0	0	0	0
CPD	0	0	0	0	0	0	0
CPEB1-AS1	0	0	0	0	0	0	0
CPEB2	0	0	0	0	0	0	0
CPEB3	0	0	0	0	0	0	0
CPEB4	0	0	0	0	0	0	0
CPED1	0	0	0	0	0	0	0
CPLX1	0	0	0	0	0	0	0
CPM	0	0	0	0	0	0	0
CPNE1	0	0	0	0	0	0	0
CPNE2	0	0	0	0	0	0	0
CPNE3	0	0	0	0	0	0	0
CPNE5	0	0	0	0	0	0	0
CPNE7	0	0	0	0	0	0	0
CPNE8	0	0	0	0	0	0	0
CPOX	0	0	0	0	0	0	0
CPPED1	0	0	0	0	0	0	0
CPQ	0	0	0	0	0	0	0
CPS1	0	0	0	0	0	0	0
CPSF1	0	0	0	0	0	0	0
CPSF2	0	0	0	0	0	0	0
CPSF3	0	0	0	0	0	0	0
CPSF3L	0	0	0	0	0	0	0
CPSF4	0	0	0	0	0	0	0
CPSF6	0	0	0	0	0	0	0
CPSF7	0	0	0	0	0	0	0
CPT1A	0	0	0	0	0	0	0
CPT1B	0	0	0	0	0	0	0
CPT1C	0	0	0	0	0	0	0
CPT2	0	0	0	0	0	0	0
CPTP	0	0	0	0	0	0	0
CPVL	0	0	0	0	0	0	0
CPXM1	0	0	0	0	0	0	0
CR1	0	0	0	0	0	0	0
CR2	0	0	0	0	0	0	0
CRABP2	0	0	0	0	0	0	0
CRACR2A	0	0	0	0	0	0	0
CRADD	0	0	0	0	0	0	0
CRAMP1	0	0	0	0	0	0	0
CRAT	0	0	0	0	0	0	0
CRAT37	0	0	0	0	0	0	0
CRB3	0	0	0	0	0	0	0
CRBN	0	0	0	0	0	0	0
CRCP	0	0	0	0	0	0	0
CREB1	0	0	0	0	0	0	0
CREB3	0	0	0	0	0	0	0
CREB3L2	0	0	0	0	0	0	0
CREB3L4	0	0	0	0	0	0	0
CREB5	0	0	0	0	0	0	0
CREBBP	0	0	0	0	0	0	0
CREBL2	0	0	0	0	0	0	0
CREBRF	0	0	0	0	0	0	0
CREBZF	0	0	0	0	0	0	0
CREG1	0	0	0	0	0	0	0
CRELD1	0	0	0	0	0	0	0
CRELD2	0	0	0	0	0	0	0
CREM	0	0	0	0	0	0	0
CRHBP	0	0	0	0	0	0	0
CRHR1	0	0	0	0	0	0	0
CRIM1	0	0	0	0	0	0	0
CRIP1	0	0	0	2.21703104198833	0	0	0
CRIP1.1	0	0	0	2.21703104198833	0	0	0
CRIP2	0	0	0	0	0	0	0
CRIP3	0	0	0	0	0	0	0
CRIPAK	0	0	0	0	0	0	0
CRIPT	0	0	0	0	0	0	0
CRISPLD2	0	0	0	0	0	0	0
CRK	0	0	0	0	0	0	0
CRKL	0	0	0	0	0	0	0
CRLF1	0	0	0	0	0	0	0
CRLF3	0	0	0	0	0	0	0
CRLS1	0	0	0	0	0	0	0
CRNDE	0	0	0	0	0	0	0
CRNKL1	0	0	0	0	0	0	0
CROCC	0	0	0	0	0	0	0
CROT	0	0	0	0	0	0	0
CRTAM	0	0	0	0	0	0	0
CRTAP	0	0	0	0	0	0	0
CRTC1	0	0	0	0	0	0	0
CRTC2	0	0	0	0	0	0	0
CRTC3	0	0	0	0	0	0	0
CRTC3-AS1	0	0	0	0	0	0	0
CRX	0	0	0	0	0	0	0
CRY1	0	0	0	0	0	0	0
CRY2	0	0	0	0	0	0	0
CRYBA4	0	0	0	0	0	0	0
CRYBB2	0	0	0	0	0	0	0
